geneName,WBID
C30F2.4,WBGene00007818
C30F2.5,WBGene00007819
clec-199,WBGene00007820
clec-202,WBGene00007822
C30H6.5,WBGene00007823
dlat-2,WBGene00007824
C30H6.8,WBGene00007825
C30H6.9,WBGene00007826
trh-1,WBGene00007827
oac-5,WBGene00007829
srbc-83,WBGene00007831
srbc-82,WBGene00007832
oac-6,WBGene00007833
srxa-7,WBGene00007834
oac-7,WBGene00007835
C31C9.2,WBGene00007836
fbxa-167,WBGene00007837
C31C9.6,WBGene00007840
C31C9.7,WBGene00007841
C31E10.1,WBGene00007842
irld-24,WBGene00007844
C31E10.4,WBGene00007845
C31E10.5,WBGene00007846
C31E10.6,WBGene00007847
cytb-5.1,WBGene00007848
tbc-19,WBGene00007849
C31G12.1,WBGene00007850
clec-245,WBGene00007851
C31G12.3,WBGene00007852
C31G12.4,WBGene00007853
C31H5.1,WBGene00007854
C31H5.4,WBGene00007855
C31H5.5,WBGene00007856
C31H5.6,WBGene00007857
C31H5.7,WBGene00007858
mrps-31,WBGene00007859
rilp-1,WBGene00007860
C32A9.1,WBGene00007861
kvs-2,WBGene00007862
C32C4.3,WBGene00007863
irg-6,WBGene00007864
srz-15,WBGene00007865
C32H11.3,WBGene00007866
C32H11.4,WBGene00007867
C32H11.5,WBGene00007868
C32H11.6,WBGene00007869
C32H11.7,WBGene00007870
C32H11.9,WBGene00007872
dod-21,WBGene00007873
C32H11.11,WBGene00007874
dod-24,WBGene00007875
dct-19,WBGene00007876
nfki-1,WBGene00007877
C33A11.2,WBGene00007878
C33A12.1,WBGene00007880
nlp-35,WBGene00007881
C33A12.3,WBGene00007882
C33A12.4,WBGene00007883
ugt-21,WBGene00007885
ethe-1,WBGene00007886
gadr-2,WBGene00007887
ttr-9,WBGene00007888
C33A12.19,WBGene00007890
C33B4.2,WBGene00007891
C33B4.4,WBGene00007892
C33B4.5,WBGene00007893
C33D3.3,WBGene00007894
C33D3.4,WBGene00007895
C33D3.5,WBGene00007896
clec-182,WBGene00007897
C33D9.3,WBGene00007898
C33D9.6,WBGene00007900
C33D9.8,WBGene00007901
lgc-21,WBGene00007903
C33G3.4,WBGene00007904
C33G3.5,WBGene00007905
C33G3.6,WBGene00007906
C34B4.2,WBGene00007907
C34B4.3,WBGene00007908
C34B4.4,WBGene00007909
C34B4.5,WBGene00007910
C34B7.1,WBGene00007911
C34B7.2,WBGene00007912
cyp-36A1,WBGene00007913
mys-4,WBGene00007914
C34C6.3,WBGene00007916
C34C6.4,WBGene00007917
sphk-1,WBGene00007918
cup-16,WBGene00007919
C34C12.1,WBGene00007920
C34C12.2,WBGene00007921
pph-6,WBGene00007922
C34C12.4,WBGene00007923
rsu-1,WBGene00007924
C34C12.6,WBGene00007925
C34C12.7,WBGene00007926
C34C12.8,WBGene00007927
C34C12.9,WBGene00007928
dmd-10,WBGene00007929
dmd-11,WBGene00007930
C34D1.4,WBGene00007931
zip-5,WBGene00007932
C34E7.3,WBGene00007933
C34E7.4,WBGene00007934
C34E11.2,WBGene00007935
C34E11.4,WBGene00007937
C34F6.1,WBGene00007938
C34F6.5,WBGene00007939
C34F6.7,WBGene00007941
idh-2,WBGene00007942
C34F6.9,WBGene00007943
C34F6.10,WBGene00007944
C34F6.11,WBGene00007945
ugt-33,WBGene00007946
C35A5.3,WBGene00007947
C35A5.4,WBGene00007948
C35A5.5,WBGene00007949
C35A5.6,WBGene00007950
dmsr-8,WBGene00007951
C35A5.8,WBGene00007952
hda-11,WBGene00007953
gcp-2.2,WBGene00007954
selt-1.1,WBGene00007955
trpp-9,WBGene00007956
C35C5.8,WBGene00007957
C35C5.9,WBGene00007958
C35C5.10,WBGene00007959
C35D6.3,WBGene00007960
C35D6.4,WBGene00007961
C35D6.5,WBGene00007962
cyp-25A1,WBGene00007963
cyp-25A2,WBGene00007964
C36A4.4,WBGene00007965
maph-1.3,WBGene00007966
cyp-25A4,WBGene00007967
acs-19,WBGene00007969
C36A4.10,WBGene00007970
rpb-3,WBGene00007971
prp-4,WBGene00007972
C36B1.6,WBGene00007973
dhfr-1,WBGene00007974
gls-1,WBGene00007975
C36B1.9,WBGene00007976
gska-3,WBGene00007977
C36B1.11,WBGene00007978
imp-1,WBGene00007979
C36E8.1,WBGene00007980
glb-11,WBGene00007981
pxd-1,WBGene00007982
C36E8.4,WBGene00007983
irx-1,WBGene00007984
swah-1,WBGene00007985
C36F7.5,WBGene00007986
C36H8.1,WBGene00007987
best-8,WBGene00007988
fipr-22,WBGene00007989
fipr-23,WBGene00007990
C37A5.7,WBGene00007991
fipr-24,WBGene00007992
idhb-1,WBGene00007993
C37E2.2,WBGene00007994
C37E2.3,WBGene00007995
C38C6.3,WBGene00007996
sre-13,WBGene00007997
C38C6.5,WBGene00007998
tag-297,WBGene00007999
slc-17.2,WBGene00008000
C38C10.3,WBGene00008001
nlp-48,WBGene00008002
enu-3.2,WBGene00008003
C38D4.4,WBGene00008005
tag-325,WBGene00008006
C38D4.7,WBGene00008007
fbxa-171,WBGene00008009
C38D9.2,WBGene00008010
fbxa-133,WBGene00008012
fbxa-172,WBGene00008014
fbxa-174,WBGene00008015
C38D9.8,WBGene00008016
fbxa-176,WBGene00008017
tbc-8,WBGene00008018
C38H2.2,WBGene00008019
C38H2.3,WBGene00008020
C39B10.1,WBGene00008021
lgc-41,WBGene00008022
C39B10.3,WBGene00008023
C39B10.4,WBGene00008024
C39B10.5,WBGene00008025
scl-5,WBGene00008027
scl-6,WBGene00008028
scl-7,WBGene00008029
scl-8,WBGene00008030
C39E9.7,WBGene00008031
C39E9.8,WBGene00008032
spin-2,WBGene00008033
C39E9.12,WBGene00008035
C40C9.3,WBGene00008036
C40C9.4,WBGene00008037
C40H1.2,WBGene00008038
C40H1.3,WBGene00008039
ttr-5,WBGene00008040
ufc-1,WBGene00008041
C40H1.7,WBGene00008042
C40H1.8,WBGene00008043
C40H1.9,WBGene00008044
C40H5.2,WBGene00008045
lact-7,WBGene00008047
hpo-41,WBGene00008048
C40H5.7,WBGene00008049
chst-1,WBGene00008050
lron-4,WBGene00008051
ctns-1,WBGene00008052
cdc-48.2,WBGene00008053
C41C4.9,WBGene00008054
nhr-164,WBGene00008056
irld-25,WBGene00008057
C41G6.13,WBGene00008059
C41G7.3,WBGene00008061
set-32,WBGene00008062
C41G7.6,WBGene00008063
C41G7.7,WBGene00008064
npr-18,WBGene00008065
fbxb-65,WBGene00008066
C43D7.4,WBGene00008067
sdz-6,WBGene00008068
C43D7.7,WBGene00008069
C43D7.8,WBGene00008070
fbxb-64,WBGene00008071
C43F9.4,WBGene00008072
C43F9.5,WBGene00008073
nkb-2,WBGene00008074
C43F9.7,WBGene00008075
lgc-43,WBGene00008076
oac-8,WBGene00008077
vps-50,WBGene00008078
C44B9.2,WBGene00008079
C44B9.3,WBGene00008080
athp-1,WBGene00008081
com-1,WBGene00008082
cyp-29A1,WBGene00008083
C44C10.3,WBGene00008084
smcl-1,WBGene00008085
C44C10.5,WBGene00008086
C44C10.6,WBGene00008087
C44C10.7,WBGene00008088
C44C10.9,WBGene00008089
C44C10.10,WBGene00008090
C44F1.1,WBGene00008091
gmeb-3,WBGene00008092
lron-1,WBGene00008093
C44H4.4,WBGene00008094
C44H4.6,WBGene00008095
C44H4.8,WBGene00008096
ugt-15,WBGene00008097
C44H9.4,WBGene00008099
C44H9.5,WBGene00008100
C44H9.6,WBGene00008101
C44H9.7,WBGene00008102
C45B11.2,WBGene00008105
C45B11.5,WBGene00008106
aspm-1,WBGene00008107
C46C2.2,WBGene00008110
C46C2.3,WBGene00008111
C46C2.5,WBGene00008113
C46C2.6,WBGene00008114
gsr-1,WBGene00008117
madf-8,WBGene00008118
C46F11.4,WBGene00008119
C46F11.5,WBGene00008120
C46F11.6,WBGene00008121
C47A4.1,WBGene00008122
ent-4,WBGene00008123
C47A4.3,WBGene00008124
C47A4.5,WBGene00008125
sre-21,WBGene00008126
ddo-1,WBGene00008127
srab-12,WBGene00008128
C47A10.12,WBGene00008129
fbxa-140,WBGene00008130
C47B2.2,WBGene00008131
gale-1,WBGene00008132
efsc-1,WBGene00008133
C47B2.9,WBGene00008134
C47D12.2,WBGene00008136
sfxn-1.4,WBGene00008137
C47D12.4,WBGene00008138
C47D12.5,WBGene00008139
xpf-1,WBGene00008140
C47E8.1,WBGene00008141
C47E8.3,WBGene00008142
C47E8.4,WBGene00008143
gasr-8,WBGene00008144
set-5,WBGene00008145
C47E8.9,WBGene00008146
C47E12.2,WBGene00008147
C47E12.3,WBGene00008148
pyp-1,WBGene00008149
mam-2,WBGene00008150
rrp-1,WBGene00008151
C47E12.9,WBGene00008152
C47E12.10,WBGene00008153
C47E12.11,WBGene00008154
C47E12.12,WBGene00008155
C47E12.13,WBGene00008156
C47F8.1,WBGene00008157
nhr-165,WBGene00008158
C47F8.3,WBGene00008159
glct-4,WBGene00008160
C47F8.5,WBGene00008161
C47F8.6,WBGene00008162
C47F8.7,WBGene00008163
C47G2.3,WBGene00008164
C47G2.4,WBGene00008165
saps-1,WBGene00008166
acox-1.5,WBGene00008167
C48B4.3,WBGene00008168
C48B4.6,WBGene00008169
C48B4.7,WBGene00008170
C48B4.8,WBGene00008171
C48B4.9,WBGene00008172
C48B4.10,WBGene00008173
C48B4.11,WBGene00008174
C48B4.12,WBGene00008175
C48B4.13,WBGene00008176
C48D1.1,WBGene00008177
C48D1.5,WBGene00008178
C48D5.3,WBGene00008180
rin-1,WBGene00008183
C49A1.1,WBGene00008184
best-10,WBGene00008185
best-11,WBGene00008186
C49A1.5,WBGene00008187
clec-115,WBGene00008188
clec-114,WBGene00008190
C49A1.10,WBGene00008191
C49C3.4,WBGene00008194
ceh-88,WBGene00008195
C49C3.6,WBGene00008196
C49C3.7,WBGene00008197
C49C3.8,WBGene00008198
C49C3.9,WBGene00008199
C49C3.10,WBGene00008200
C49C3.11,WBGene00008201
clec-197,WBGene00008202
clec-198,WBGene00008203
C49C3.15,WBGene00008204
sams-1,WBGene00008205
set-6,WBGene00008206
C49F5.3,WBGene00008207
nhr-167,WBGene00008208
C49F5.5,WBGene00008209
C49F5.6,WBGene00008210
C49F5.7,WBGene00008211
C49F5.8,WBGene00008212
C49F8.1,WBGene00008213
gem-1,WBGene00008214
C49F8.3,WBGene00008215
mec-19,WBGene00008216
C50B6.1,WBGene00008217
nasp-2,WBGene00008218
C50B6.3,WBGene00008219
C50B6.7,WBGene00008220
nhr-168,WBGene00008221
C50B6.9,WBGene00008222
lgc-48,WBGene00008223
slrp-1,WBGene00008224
nuaf-1,WBGene00008225
C50B8.4,WBGene00008226
C50B8.5,WBGene00008227
C50B8.6,WBGene00008228
C50F4.1,WBGene00008229
pfk-1.2,WBGene00008230
tag-329,WBGene00008231
C50F4.4,WBGene00008232
C50F4.8,WBGene00008233
C50F4.9,WBGene00008234
C50F4.10,WBGene00008235
C50F4.12,WBGene00008236
nstp-10,WBGene00008237
C50F4.16,WBGene00008238
fshr-1,WBGene00008239
C50H2.4,WBGene00008240
C50H2.5,WBGene00008241
ceh-75,WBGene00008242
C50H2.7,WBGene00008243
fipr-11,WBGene00008244
fipr-10,WBGene00008245
C50H2.13,WBGene00008246
srsx-26,WBGene00008247
srsx-27,WBGene00008248
srsx-28,WBGene00008249
srsx-29,WBGene00008250
srsx-30,WBGene00008251
C51E3.6,WBGene00008252
C51E3.9,WBGene00008254
C51E3.10,WBGene00008255
glb-12,WBGene00008256
C52A11.3,WBGene00008257
mans-2,WBGene00008258
C52E4.7,WBGene00008259
C52G5.2,WBGene00008260
C52G5.3,WBGene00008261
ril-1,WBGene00008262
C53A5.2,WBGene00008263
kcnl-4,WBGene00008265
C53A5.6,WBGene00008266
C53A5.9,WBGene00008267
srt-32,WBGene00008268
C53A5.11,WBGene00008269
C53A5.13,WBGene00008270
C53B4.1,WBGene00008271
C53B4.2,WBGene00008272
C53B4.3,WBGene00008273
C53B4.4,WBGene00008274
nstp-1,WBGene00008275
mltn-12,WBGene00008277
npr-10,WBGene00008278
C53C7.3,WBGene00008279
acc-2,WBGene00008280
C53D6.4,WBGene00008281
C53D6.6,WBGene00008283
C53D6.7,WBGene00008284
C53D6.8,WBGene00008285
C54C6.4,WBGene00008286
C54C6.5,WBGene00008287
C54C6.6,WBGene00008288
nhr-169,WBGene00008289
bgnt-1.8,WBGene00008290
C54C8.3,WBGene00008291
C54C8.4,WBGene00008292
glct-5,WBGene00008293
clec-11,WBGene00008294
nlp-39,WBGene00008295
cdr-2,WBGene00008296
cdr-3,WBGene00008297
C54D10.3,WBGene00008298
C54D10.4,WBGene00008299
C54D10.5,WBGene00008300
pals-39,WBGene00008301
pals-38,WBGene00008302
C54D10.9,WBGene00008303
C54D10.10,WBGene00008304
C54E10.1,WBGene00008306
ncs-5,WBGene00008307
C54E10.3,WBGene00008308
nhr-170,WBGene00008309
C54E10.6,WBGene00008310
rskn-2,WBGene00008311
C54G4.2,WBGene00008312
C54G4.3,WBGene00008313
C54G4.4,WBGene00008314
C54G4.5,WBGene00008315
dod-18,WBGene00008316
C54G4.7,WBGene00008317
C54G4.9,WBGene00008318
C54G10.1,WBGene00008319
slc-25A29,WBGene00008320
C55A1.1,WBGene00008321
C55A1.4,WBGene00008322
C55A1.6,WBGene00008323
C55A1.7,WBGene00008324
C55A1.9,WBGene00008325
C55A1.11,WBGene00008326
srz-44,WBGene00008327
srz-43,WBGene00008328
C55A6.1,WBGene00008330
ttll-5,WBGene00008331
C55A6.3,WBGene00008332
C55A6.4,WBGene00008333
sdz-8,WBGene00008334
C55A6.6,WBGene00008335
C55A6.7,WBGene00008336
pafo-1,WBGene00008338
C55A6.10,WBGene00008339
C55A6.11,WBGene00008340
ttr-44,WBGene00008341
frpr-5,WBGene00008342
C56A3.4,WBGene00008343
C56A3.5,WBGene00008344
C56A3.6,WBGene00008345
C56A3.8,WBGene00008346
C56G7.3,WBGene00008348
CE7X_3.1,WBGene00008349
fbxa-6,WBGene00008352
D1025.1,WBGene00008353
gcsh-1,WBGene00008354
fbxa-141,WBGene00008355
nspc-20,WBGene00008356
nspc-16,WBGene00008357
nspc-18,WBGene00008358
nspc-17,WBGene00008359
nspc-19,WBGene00008360
cfim-2,WBGene00008362
D1046.2,WBGene00008363
slc-25A26,WBGene00008364
D1046.4,WBGene00008365
tpra-1,WBGene00008366
D1053.2,WBGene00008367
D1053.3,WBGene00008368
D1053.4,WBGene00008369
D1054.1,WBGene00008370
D1054.3,WBGene00008371
D1054.5,WBGene00008372
clec-220,WBGene00008374
D1054.8,WBGene00008375
D1054.9,WBGene00008376
D1054.10,WBGene00008377
ule-3,WBGene00008378
secs-1,WBGene00008379
prp-38,WBGene00008380
D1081.3,WBGene00008381
D1081.4,WBGene00008382
D1081.5,WBGene00008383
D1081.6,WBGene00008384
D1081.7,WBGene00008385
cdc-5L,WBGene00008386
zhp-2,WBGene00008387
D1086.1,WBGene00008388
D1086.2,WBGene00008389
D1086.3,WBGene00008390
D1086.5,WBGene00008392
D1086.6,WBGene00008393
D1086.7,WBGene00008394
D1086.8,WBGene00008395
D1086.9,WBGene00008396
D2005.1,WBGene00008397
D2005.3,WBGene00008398
D2005.4,WBGene00008399
drh-3,WBGene00008400
D2005.6,WBGene00008401
wdfy-2,WBGene00008402
csa-1,WBGene00008403
D2013.6,WBGene00008404
ttll-12,WBGene00008405
D2023.3,WBGene00008407
D2023.4,WBGene00008408
mpst-1,WBGene00008409
D2023.6,WBGene00008410
mans-1,WBGene00008411
D2030.2,WBGene00008412
D2030.3,WBGene00008413
D2030.4,WBGene00008414
mce-1,WBGene00008415
D2030.7,WBGene00008417
D2030.8,WBGene00008418
wdr-23,WBGene00008419
D2030.11,WBGene00008420
D2030.12,WBGene00008421
D2045.2,WBGene00008422
D2045.5,WBGene00008423
D2045.7,WBGene00008424
D2045.8,WBGene00008425
D2045.9,WBGene00008426
atg-10,WBGene00008427
eif-2Bepsilon,WBGene00008428
etc-1,WBGene00008429
hgap-2,WBGene00008430
piga-1,WBGene00008431
D2085.7,WBGene00008432
marc-2,WBGene00008433
D2089.3,WBGene00008434
glna-2,WBGene00008435
DH11.2,WBGene00008436
DH11.5,WBGene00008438
mfb-1,WBGene00008439
DY3.8,WBGene00008440
usp-50,WBGene00008441
E01B7.2,WBGene00008442
pde-3,WBGene00008443
tbc-14,WBGene00008444
E01G4.3,WBGene00008446
E01G4.5,WBGene00008447
E01G4.6,WBGene00008448
E01G6.1,WBGene00008449
E01G6.2,WBGene00008450
E01G6.3,WBGene00008451
mrps-5,WBGene00008452
E02A10.3,WBGene00008453
E02A10.4,WBGene00008454
E02H1.1,WBGene00008455
eral-1,WBGene00008456
E02H1.5,WBGene00008457
E02H1.6,WBGene00008458
mrpl-53,WBGene00008459
E02H4.2,WBGene00008460
E02H4.4,WBGene00008462
E02H4.5,WBGene00008463
E02H4.6,WBGene00008464
E03A3.5,WBGene00008465
E03G2.1,WBGene00008468
E03H4.2,WBGene00008470
E03H4.3,WBGene00008471
E03H4.4,WBGene00008472
E03H4.5,WBGene00008473
nhr-174,WBGene00008474
oac-13,WBGene00008475
E03H4.8,WBGene00008476
clec-17,WBGene00008477
E03H4.11,WBGene00008478
glct-2,WBGene00008479
eif-2A,WBGene00008480
E04D5.2,WBGene00008481
cut-4,WBGene00008482
E04D5.4,WBGene00008483
E04D5.5,WBGene00008484
ugt-43,WBGene00008485
ugt-44,WBGene00008486
F01D4.5,WBGene00008488
srb-17,WBGene00008489
F01D4.8,WBGene00008490
bgnt-1.1,WBGene00008491
F01D5.1,WBGene00008492
F01D5.2,WBGene00008493
F01D5.3,WBGene00008494
F01D5.5,WBGene00008495
F01D5.6,WBGene00008496
F01D5.7,WBGene00008497
F01D5.8,WBGene00008498
cyp-37A1,WBGene00008499
F01D5.10,WBGene00008500
fbxa-177,WBGene00008501
skih-2,WBGene00008502
F01G4.4,WBGene00008503
F01G4.6,WBGene00008505
tkt-1,WBGene00008506
F01G10.4,WBGene00008507
F01G10.5,WBGene00008508
F01G10.6,WBGene00008509
lipl-7,WBGene00008510
F01G10.9,WBGene00008511
F01G10.10,WBGene00008512
F02A9.1,WBGene00008513
F02C12.1,WBGene00008515
F02C12.2,WBGene00008516
F02C12.3,WBGene00008517
irld-2,WBGene00008518
cyp-13B1,WBGene00008519
F02D8.1,WBGene00008520
F02D8.4,WBGene00008521
nlp-59,WBGene00008522
F02D10.2,WBGene00008523
F02D10.3,WBGene00008524
F02D10.6,WBGene00008526
set-8,WBGene00008527
F02E9.1,WBGene00008528
F02E9.3,WBGene00008529
F02E9.5,WBGene00008530
F02E9.7,WBGene00008531
dpt-1,WBGene00008532
F02E9.10,WBGene00008533
F02H6.1,WBGene00008534
F02H6.2,WBGene00008535
F02H6.3,WBGene00008536
sqrd-1,WBGene00008538
F02H6.6,WBGene00008539
F02H6.7,WBGene00008540
F07A5.2,WBGene00008541
scav-6,WBGene00008542
F07A5.4,WBGene00008543
F07A11.1,WBGene00008545
gfat-1,WBGene00008546
F07A11.4,WBGene00008547
F07A11.5,WBGene00008548
din-1,WBGene00008549
F07B10.4,WBGene00008550
lgc-36,WBGene00008551
srsx-31,WBGene00008552
F07C6.2,WBGene00008553
F07C6.3,WBGene00008554
F07C6.4,WBGene00008555
F07D3.3,WBGene00008556
F07H5.6,WBGene00008557
F07H5.7,WBGene00008558
F07H5.8,WBGene00008559
pho-13,WBGene00008560
F07H5.10,WBGene00008561
F07H5.13,WBGene00008563
acox-1.1,WBGene00008564
acox-1.2,WBGene00008565
acox-1.3,WBGene00008566
acox-1.4,WBGene00008567
F08A8.5,WBGene00008568
fbxa-101,WBGene00008569
kcnl-2,WBGene00008570
prmn-1,WBGene00008571
F08B12.4,WBGene00008572
srbc-61,WBGene00008574
scl-24,WBGene00008575
F08G2.4,WBGene00008576
F08G2.5,WBGene00008577
F08G2.7,WBGene00008578
F08G2.8,WBGene00008579
dsb-1,WBGene00008580
acl-13,WBGene00008581
F08G5.3,WBGene00008582
ugt-65,WBGene00008583
irg-4,WBGene00008584
F08G12.1,WBGene00008585
snrp-40.1,WBGene00008586
F08G12.3,WBGene00008587
F08G12.5,WBGene00008588
nlp-57,WBGene00008589
F08H9.2,WBGene00008590
F08H9.3,WBGene00008591
F08H9.4,WBGene00008592
clec-227,WBGene00008593
clec-57,WBGene00008594
clec-56,WBGene00008595
clec-54,WBGene00008596
clec-55,WBGene00008597
spin-3,WBGene00008598
F09A5.2,WBGene00008599
F09A5.3,WBGene00008600
mob-2,WBGene00008601
oac-14,WBGene00008602
F09B9.4,WBGene00008603
F09B9.5,WBGene00008604
mlt-9,WBGene00008605
dhhc-1,WBGene00008606
F09B12.3,WBGene00008607
F09B12.5,WBGene00008609
F09C3.2,WBGene00008610
fbxb-68,WBGene00008611
fbxa-103,WBGene00008612
fbxb-69,WBGene00008613
F09C6.1,WBGene00008615
fbxa-44,WBGene00008616
F09C6.3,WBGene00008617
fbxa-45,WBGene00008618
nhr-262,WBGene00008619
F09C6.10,WBGene00008620
F09C8.1,WBGene00008621
F09C8.2,WBGene00008622
spe-43,WBGene00008623
crld-1,WBGene00008624
scl-14,WBGene00008625
nlp-79,WBGene00008626
hpx-2,WBGene00008627
ttr-21,WBGene00008628
cpt-5,WBGene00008629
nhr-175,WBGene00008630
F10A3.1,WBGene00008631
fbxa-88,WBGene00008632
fbxa-18,WBGene00008633
F10A3.4,WBGene00008634
F10A3.11,WBGene00008636
F10A3.12,WBGene00008637
F10B5.2,WBGene00008639
F10B5.3,WBGene00008640
pch-2,WBGene00008641
F10B5.8,WBGene00008642
tmem-138,WBGene00008643
F10C2.3,WBGene00008644
F10C2.4,WBGene00008645
F10C2.5,WBGene00008646
F10C2.7,WBGene00008647
F10D11.2,WBGene00008648
F10D11.3,WBGene00008649
F10D11.4,WBGene00008650
F10D11.5,WBGene00008651
F10D11.6,WBGene00008652
pfas-1,WBGene00008654
lips-3,WBGene00008655
lron-5,WBGene00008656
clec-151,WBGene00008659
clec-153,WBGene00008660
F10G8.1,WBGene00008661
F10G8.2,WBGene00008662
eak-6,WBGene00008663
nubp-1,WBGene00008664
ercc-1,WBGene00008665
F10G8.8,WBGene00008666
F10G8.9,WBGene00008667
F11A1.2,WBGene00008668
acs-14,WBGene00008669
eif-2Bdelta,WBGene00008670
F11A5.3,WBGene00008671
F11A5.4,WBGene00008672
F11A5.5,WBGene00008673
irld-26,WBGene00008675
oac-15,WBGene00008676
F11A5.9,WBGene00008677
stdh-2,WBGene00008678
F11A5.13,WBGene00008679
F11A5.15,WBGene00008680
scrm-4,WBGene00008681
lex-1,WBGene00008682
repo-1,WBGene00008683
mig-32,WBGene00008684
mon-2,WBGene00008685
F11A10.5,WBGene00008686
F11A10.6,WBGene00008687
rbm-34,WBGene00008688
F11C1.1,WBGene00008690
mff-1,WBGene00008691
scav-4,WBGene00008692
F11C1.4,WBGene00008693
vwa-8,WBGene00008694
F11C3.1,WBGene00008695
clec-255,WBGene00008696
F11D11.3,WBGene00008698
F11D11.4,WBGene00008699
clec-254,WBGene00008700
F11D11.6,WBGene00008701
clec-252,WBGene00008702
clec-251,WBGene00008703
gba-3,WBGene00008706
F11E6.3,WBGene00008707
F11E6.4,WBGene00008708
F11E6.6,WBGene00008709
F11E6.7,WBGene00008710
F11E6.8,WBGene00008711
F11E6.9,WBGene00008712
F11E6.10,WBGene00008713
F11F1.1,WBGene00008714
F11F1.4,WBGene00008716
F11F1.5,WBGene00008717
ttr-52,WBGene00008719
F12F6.1,WBGene00008720
F12F6.7,WBGene00008722
F13A7.1,WBGene00008724
F13A7.7,WBGene00008725
F13A7.11,WBGene00008726
F13A7.12,WBGene00008727
sre-36,WBGene00008728
F13B12.1,WBGene00008729
F13B12.2,WBGene00008730
F13B12.3,WBGene00008731
F13B12.4,WBGene00008732
F13B12.6,WBGene00008733
F13B12.7,WBGene00008734
F13D2.1,WBGene00008735
gnrr-6,WBGene00008736
gnrr-7,WBGene00008737
F13D12.3,WBGene00008739
F13D12.5,WBGene00008740
F13D12.8,WBGene00008742
F13D12.9,WBGene00008743
F13D12.10,WBGene00008744
F13E6.1,WBGene00008745
F13E6.2,WBGene00008746
phf-31,WBGene00008747
yap-1,WBGene00008748
plpp-1.3,WBGene00008749
F13E9.1,WBGene00008750
fipr-14,WBGene00008751
fipr-15,WBGene00008752
F13E9.4,WBGene00008753
F13E9.5,WBGene00008754
sdz-13,WBGene00008755
F13E9.8,WBGene00008757
F13E9.9,WBGene00008758
F13E9.10,WBGene00008759
F13E9.11,WBGene00008760
F13E9.12,WBGene00008761
ztf-2,WBGene00008762
F13G3.3,WBGene00008763
dylt-1,WBGene00008764
ttx-7,WBGene00008765
F13G3.6,WBGene00008766
F13G3.7,WBGene00008767
F13G3.10,WBGene00008768
mrpl-13,WBGene00008769
F13G3.12,WBGene00008770
irld-4,WBGene00008772
F13H10.1,WBGene00008773
F13H10.3,WBGene00008774
mogs-1,WBGene00008775
F13H10.5,WBGene00008776
F13H10.6,WBGene00008777
nhr-264,WBGene00008778
F14B4.1,WBGene00008779
hxk-1,WBGene00008780
rpoa-2,WBGene00008781
sdz-14,WBGene00008782
F14B6.2,WBGene00008783
F14B6.3,WBGene00008784
F14B6.4,WBGene00008785
oac-16,WBGene00008786
F14B6.6,WBGene00008787
F14D7.1,WBGene00008788
F14D7.2,WBGene00008789
F14D7.3,WBGene00008790
F14D7.5,WBGene00008792
F14D7.6,WBGene00008793
F14D7.7,WBGene00008794
F14D7.8,WBGene00008795
F14D7.9,WBGene00008796
F14D7.10,WBGene00008797
F14D7.11,WBGene00008798
F14E5.1,WBGene00008799
F14E5.2,WBGene00008800
acp-3,WBGene00008801
acp-2,WBGene00008802
lips-10,WBGene00008803
acp-4,WBGene00008804
git-1,WBGene00008805
mboa-7,WBGene00008806
F14F3.4,WBGene00008807
ntr-2,WBGene00008808
cyp-13A11,WBGene00008809
cyp-13A12,WBGene00008810
F14F7.4,WBGene00008811
F14F7.5,WBGene00008812
srz-2,WBGene00008813
srz-1,WBGene00008814
srz-103,WBGene00008815
F14F8.8,WBGene00008816
srz-101,WBGene00008818
shw-1,WBGene00008819
nlp-55,WBGene00008820
best-12,WBGene00008821
F14H3.3,WBGene00008822
F14H3.4,WBGene00008823
F14H3.5,WBGene00008824
F14H3.6,WBGene00008825
fbxa-100,WBGene00008826
cyp-35D1,WBGene00008829
nhr-176,WBGene00008830
F14H3.12,WBGene00008831
obr-2,WBGene00008832
F14H8.2,WBGene00008833
F14H8.4,WBGene00008834
F14H8.5,WBGene00008835
sre-38,WBGene00008837
F15A4.2,WBGene00008838
sre-37,WBGene00008839
F15A4.5,WBGene00008840
F15A4.6,WBGene00008841
chil-28,WBGene00008842
arrd-9,WBGene00008843
F15A4.10,WBGene00008844
fbxb-102,WBGene00008847
inft-2,WBGene00008848
try-10,WBGene00008849
F15B9.6,WBGene00008850
F15B9.8,WBGene00008851
ubql-1,WBGene00008852
clec-101,WBGene00008853
F15D3.4,WBGene00008854
F15D3.5,WBGene00008855
F15D3.6,WBGene00008856
timm-23,WBGene00008857
pals-1,WBGene00008858
F15D4.2,WBGene00008859
romo-1,WBGene00008860
F15D4.4,WBGene00008861
F15D4.5,WBGene00008862
F15D4.6,WBGene00008863
F15G9.1,WBGene00008865
F15G9.2,WBGene00008866
F15G9.5,WBGene00008868
F15G9.6,WBGene00008869
F15H9.1,WBGene00008870
tag-314,WBGene00008871
F15H10.5,WBGene00008872
F15H10.7,WBGene00008874
F15H10.8,WBGene00008875
F16A11.1,WBGene00008876
rtcb-1,WBGene00008877
ppfr-1,WBGene00008878
F16B12.1,WBGene00008879
F16B12.4,WBGene00008880
F16B12.5,WBGene00008881
F16B12.6,WBGene00008882
F16B12.7,WBGene00008883
nhr-281,WBGene00008884
