Gene ID, elongating embryo, L1 larva, L2 larva, dauer larva, L3 larva, adult
F32D8.12,8,25,20,9,37,19
F32D8.13,10,2,4,4,2,2
F32D8.14,81,16,42,21,44,61
uig-1,61,21,28,13,17,4
F32G8.2,,0.1,2,,,
F32G8.3,2,117,0.4,1,0.3,70
best-14,6,41,148,186,5,87
thoc-3,20,10,11,19,13,32
fasn-1,512,48,229,29,154,45
F32H2.6,6,0.3,31,0.1,4,80
F32H2.7,24,7,6,0.2,0.5,0.5
F32H2.8,0.4,0.4,0.1,0.8,0.7,0.3
F32H2.10,21,3,10,21,11,36
F32H5.1,0.8,11,45,2,52,13
F32H5.3,5,27,8,16,8,4
F32H5.4,0.4,3,2,7,8,0.1
F33A8.4,26,10,14,18,14,16
sdhd-1,123,79,167,64,129,136
ilkp-1,15,3,4,3,4,2
F33A8.7,10,0.6,37,1,7,0.9
F33A8.10,7,3,2,2,0.2,2
F33C8.2,,1,0.1,,1,
F33C8.4,17,27,26,0.2,3,9
clec-102,,0.2,0.9,0.2,0.6,9
F33E2.4,1,0.3,0.3,1,0.5,0.9
F33E2.5,32,3,0.9,430,2,143
F33E2.6,,0.2,0.6,0.2,0.2,44
F33E2.7,,0.1,1,,0.2,
F33H1.3,54,20,17,21,17,77
F33H1.4,25,9,9,16,11,39
F33H2.2,21,4,8,5,13,29
F33H2.3,226,45,75,43,39,90
pole-1,3,10,5,8,3,6
F33H2.6,15,23,22,25,22,28
set-10,24,3,3,14,2,5
F33H2.8,3,10,2,38,1,0.5
evl-18,14,2,6,8,7,40
F34D10.3,27,3,5,8,5,2
F34D10.4,4,28,8,18,15,43
F34D10.6,0.4,4,10,3,0.7,10
F34D10.8,1,17,0.2,0.3,0.5,0.1
F34H10.1,,0.6,,,,
F34H10.2,37,26,2,0.6,0.9,3
F34H10.3,43,262,24,14,20,15
F34H10.4,4,2,3,0.1,0.1,0.1
F34H10.5,1,0.4,0.9,0.1,0.3,0.6
F35B12.3,14,36,99,8,4,104
piit-1,0.2,31,9,4,3,0.1
sas-5,25,7,6,17,7,11
tag-290,2,3,7,4,11,2
glb-15,0.7,2,1,5,12,1
F35B12.9,9,82,135,7,15,134
F35B12.10,9,266,15,26,12,3
F35C5.1,3,2,1,0.2,2,0.3
clec-62,3,26,3,0.1,16,2
clec-63,2,948,1113,37,1227,800
clec-64,,0.1,0.1,0.1,0.3,5
clec-65,0.2,150,77,4,76,70
clec-66,23,3,33,0.1,11,2
nspb-11,12,0.9,0.7,0.1,3,0.2
ddn-2,0.1,2,0.7,4,0.3,0.3
F35C5.12,4,3,2,0.1,0.7,0.4
F35C11.2,0.1,2,0.3,1,0.7,0.1
F35C11.3,,0.3,0.5,,,
F35C11.4,0.7,10,26,6,3,9
F35C11.5,3,16,3,8,15,109
F35C11.6,0.2,4,37,0.3,3,25
F35C11.7,0.1,31,19,21,9,2
F35C12.3,10,30,14,2,1,9
F35E2.2,,3,3,,0.5,
F35E2.5,9,0.5,0.6,0.4,0.7,1
oac-19,,1,33,,,
F35E2.7,,0.1,0.1,,0.1,3
F35E2.8,,4,0.9,,4,
F35E2.9,0.2,4,6,0.5,0.6,0.2
F35E8.2,0.1,0.2,0.5,2,0.5,0.2
F35E12.2,0.2,0.1,0.7,0.8,0.7,0.4
fbxa-181,,0.4,10,2,1,1
F35E12.4,0.9,0.7,1,0.9,0.2,0.4
irg-5,0.8,0.2,486,0.1,25,0.1
F35E12.6,0.1,80,148,3,155,41
dct-17,0.1,23,5,0.9,0.3,0.1
cld-9,5,4,11,0.1,2,1
F35E12.9,0.2,11,3,21,6,0.1
F35E12.10,0.1,7,13,2,21,13
F35G2.1,17,220,49,102,36,121
marb-1,16,26,66,47,55,56
F35G2.3,6,0.2,10,0.2,34,0.4
F35G2.5,2,10,0.1,0.5,2,0.2
mlcd-1,9,11,8,43,10,13
idhg-1,79,21,81,78,93,92
wdr-48,24,4,10,7,12,42
F35G12.5,2,1,3,11,7,12
F35G12.7,37,3,11,11,9,10
F35G12.11,61,3,20,14,17,81
F35G12.12,27,10,24,27,26,34
F35H8.1,,5,67,,,
F35H8.2,3,17,8,39,9,1
zfp-2,26,18,10,15,10,32
F35H8.4,3,3,0.2,0.3,0.3,1
ugt-58,31,31,33,39,45,18
cids-2,55,29,20,26,20,54
F36A2.2,21,27,15,72,15,16
F36A2.3,10,25,58,43,70,13
F36A2.7,283,267,583,411,517,465
phip-1,81,8,27,35,24,34
F36A2.9,31,40,18,27,27,34
F36A2.10,0.2,0.7,2,0.3,18,2
F36A2.11,,6,0.1,,,
F36A2.12,0.7,9,3,1,0.1,0.2
ubr-5,54,15,24,23,26,70
madf-2,31,3,7,8,5,7
sre-22,,0.2,0.1,,0.5,
F36D1.4,0.3,0.4,0.2,132,11,0.1
F36D1.5,,100,0.2,,,
F36D1.6,2,0.8,0.2,0.1,0.6,0.2
F36D1.7,13,2,2,0.1,0.3,2
F36D1.8,,8,0.3,,2,
F36D1.9,28,1,7,5,7,5
F36D3.1,7,3,8,4,8,10
F36D3.4,,130,,,,
F36D3.5,,0.1,2,,182,
F36D3.8,,6,0.1,,,
clec-235,,0.1,,,,
F36F2.1,24,36,14,1,1,35
F36F2.2,2,23,8,388,10,11
rbpl-1,58,32,22,47,32,64
syx-7,64,66,35,42,30,42
fcp-1,22,9,12,23,16,24
F36F2.7,1,3,3,0.1,0.6,3
F36F2.8,0.5,0.3,0.4,0.3,1,3
F36G3.1,2,20,20,24,11,7
F36G3.2,31,13,2,16,21,1
F36G3.3,21,1,3,0.2,18,2
F36G9.3,,0.8,1,1,0.1,4
F36G9.7,,5,,,,
oac-20,,0.1,4,,2,
F36G9.13,,0.6,0.2,,28,
fbxa-99,2,0.2,0.1,0.3,2,1
F36H1.3,0.3,4,4,3,0.6,0.2
hrg-4,2,2,46,5,2,3
hrg-5,6,0.5,0.3,0.1,0.2,0.2
hrg-6,0.8,8,7,10,0.8,10
F36H1.11,6,4,8,99,0.4,7
F36H1.12,,25,,,,
tat-5,49,33,40,40,42,44
ent-6,38,17,12,14,15,33
F36H2.3,0.3,9,16,6,2,19
F37A8.1,,0.7,0.1,,4,0.1
F37A8.2,92,3,0.5,0.1,0.3,0.1
F37A8.5,15,50,35,34,6,8
F37B12.1,9,5,12,1,2,5
F37B12.3,32,45,20,56,31,54
mus-101,11,4,9,14,11,19
row-1,63,33,18,25,13,50
F37D6.3,5,0.6,0.9,1,0.7,14
F37D6.4,8,0.4,0.1,2,5,28
F37H8.2,0.3,2,3,2,1,2
bigr-1,2,9,12,4,4,7
sfxn-1.2,0.5,2,3,0.7,0.5,0.2
F37H8.5,36,105,21,84,111,46
clec-170,0.2,7,1,0.1,0.4,3
clec-167,0.6,1,0.1,3,0.1,0.7
clec-166,0.1,20,0.3,0.7,3,0.1
F38A1.6,,0.6,0.2,,0.2,
clec-168,,0.7,,,,
F38A1.8,16,5,12,9,13,12
F38A1.9,0.1,0.4,11,2,0.1,2
clec-165,2,0.8,1,6,14,0.4
F38A1.11,,5,,,,
clec-169,0.3,11,2,3,0.2,1
F38A6.4,2,7,18,0.8,0.6,23
F38B2.2,0.6,9,2,0.2,1,8
F38B2.3,0.4,0.2,0.1,2,0.4,0.2
F38B2.4,18,50,49,8,60,20
ccch-1,23,1033,52,178,27,25
F38B7.2,6,44,7,0.1,1,1
F38B7.3,17,141,9,16,8,8
F38C2.1,,0.2,6,,,
F38C2.4,0.6,0.8,0.6,0.3,0.5,2
ccch-2,0.7,0.4,4,48,51,0.1
F38C2.7,12,1,1,0.4,16,23
hlh-31,,0.1,3,,0.5,
cutl-17,1,0.5,0.3,10,3,0.6
copb-2,116,23,82,35,87,69
F38E11.6,4,25,0.6,4,0.2,0.6
F38E11.9,19,4,4,8,5,0.7
fbxb-3,12,0.2,1,0.1,1,6
F38H4.3,0.3,9,3,6,3,0.7
F38H4.4,,0.1,0.1,,0.6,
F38H4.5,0.6,2,1,2,2,2
F38H4.6,,5,0.1,,348,
mob-1,80,6,11,21,13,45
piki-1,26,13,9,11,9,11
hinf-1,107,28,17,15,12,92
F39B2.3,20,7,8,9,13,24
F39B2.5,26,3,8,8,8,15
mtcu-1,2,4,3,6,4,6
F39B2.8,10,21,11,10,6,2
mtx-1,27,6,29,17,32,50
psa-3,10,5,3,23,2,2
F39D8.3,21,4,1,0.4,0.2,1
flp-22,0.2,39,75,239,38,27
F39H2.3,28,13,17,14,27,14
F39H11.1,73,7,23,32,29,33
F40D4.12,0.3,0.3,0.1,0.6,0.7,0.7
F40D4.13,0.6,2,1,0.9,1,0.5
F40E10.5,1,11,15,0.2,0.3,149
F40E10.6,131,254,85,104,51,60
F40F8.1,20,6,26,40,30,43
F40F8.3,18,6,8,9,8,6
F40F8.4,3,73,74,0.1,20,82
F40F8.5,0.3,147,73,227,56,312
arrd-6,0.2,4,4,1,0.9,7
xbx-6,89,102,23,50,24,45
F40F9.3,96,11,2,0.5,0.6,18
F40F9.5,24,14,18,8,16,4
aagr-3,97,47,112,113,116,101
drap-1,50,95,35,86,37,44
cal-7,0.3,0.1,0.1,3,0.3,1
F40F9.10,9,9,6,13,3,0.3
mig-38,104,43,32,43,23,32
F40F11.3,50,16,8,20,15,42
F40F11.4,1,0.3,0.3,0.6,0.1,0.9
ttr-4,,0.1,,,,
F40F12.3,0.1,0.1,0.2,8,0.7,0.1
mam-7,0.9,0.1,0.8,0.1,11,0.4
cyld-1,24,67,25,58,30,60
cbp-3,0.3,24,31,4,21,18
F40G12.2,,0.2,0.3,,15,
F40G12.4,,0.2,3,,1,0.6
F40G12.5,80,93,0.3,0.1,0.2,0.5
F40G12.6,3,3,0.5,0.2,6,0.2
F40G12.7,,0.2,,,,
srt-33,,0.4,0.6,,0.2,1
F40G12.10,,0.1,6,,30,
F40G12.11,16,17,4,15,6,2
nhr-265,,0.2,0.4,,0.2,
F41D3.6,,0.1,0.1,,,
F41D3.9,,0.1,0.4,,0.2,
F41E7.1,0.2,12,10,8,2,15
F41E7.2,14,45,5,24,4,2
npr-6,0.1,6,1,0.2,0.2,4
fip-5,0.4,36,4,3,26,2
fipr-21,9,38,202,9,241,50
F41E7.6,0.5,0.7,0.1,0.3,0.1,0.1
F41E7.7,1,6,10,70,30,3
cnc-8,0.2,128,104,0.1,4,36
F41E7.9,1,2,1,0.3,0.1,0.3
F42A8.1,0.1,32,11,107,10,25
cup-15,9,11,7,7,10,25
tatn-1,20,429,91,62,73,37
sprr-2,0.8,3,2,0.6,1,3
F42E8.1,,0.2,0.1,,0.1,
ttyh-1,240,118,45,47,38,14
F42E11.3,0.1,0.2,0.8,1,0.5,1
nspc-9,,28,28,0.5,11,68
F42F12.3,29,11,15,10,19,11
F42F12.4,18,7,10,10,26,12
nspc-13,,6,20,,62,
nspc-14,234,5,85,6,82,26
nspc-15,,0.7,,,,
nspc-10,,52,0.2,,17,139
F42G4.2,0.4,9,2,5,0.2,0.5
F42G4.5,8,9,4,0.1,0.7,0.4
F42G4.6,,1,1,,8,
F42G4.7,1,1,1,0.4,7,0.5
F42G10.1,18,14,8,0.2,2,0.8
F42H11.1,2,0.2,0.1,0.1,0.1,0.1
phlp-2,0.3,2,0.3,8,0.3,0.4
zhit-2,6,7,14,14,6,19
F43C1.5,1,6,5,0.9,0.7,0.7
ccnk-1,41,8,16,23,20,38
F43D2.2,0.6,0.2,0.1,1,0.4,7
F43D2.3,0.1,0.7,0.5,0.7,0.2,2
F43D9.1,114,5,11,2,0.7,312
sly-1,23,12,20,7,15,18
F43G6.3,4,1,2,1,4,4
F43G6.4,51,17,12,4,7,5
F43G6.5,0.1,0.7,2,20,20,0.1
F43G6.7,91,67,3,15,4,4
F43G6.8,37,93,14,24,7,7
patr-1,117,73,50,27,47,151
F43G6.10,108,79,5,10,6,3
hda-5,2,15,7,1,6,5
idha-1,90,612,201,122,181,137
lmd-1,13,12,17,40,11,19
slc-25A42,13,15,25,34,33,12
F43G9.4,23,17,8,16,9,16
cfim-1,65,14,19,23,20,60
F43G9.8,,0.1,0.2,,2,
mfap-1,70,41,15,34,33,43
F43G9.12,16,9,8,12,13,14
F43G9.13,69,2,12,19,18,13
nucb-1,87,35,95,17,50,27
F44A6.3,30,0.3,0.5,45,16,2
F44A6.4,22,4,18,14,22,5
F44A6.5,16,12,15,1,2,3
magu-4,59,10,13,24,15,3
F44D12.2,23,13,4,3,5,6
msd-1,,64,,,,
gipc-2,0.1,68,27,115,0.1,0.2
msd-2,,0.2,0.3,,244,
F44D12.6,0.2,6,1,3,0.4,0.1
F44D12.8,,4,30,,,
ent-7,0.2,9,4,3,4,0.1
F44E5.1,239,145,770,325,607,1146
F44E5.2,0.2,2,0.9,3,5,0.1
F44E5.3,14,0.1,0.2,5,13,2
F44E5.4,0.6,2,0.2,0.1,0.4,0.6
F44E5.5,0.3,1,0.7,0.6,0.3,0.4
F44F1.1,,20,,,,
clp-8,,0.2,0.1,,0.4,155
F44F1.4,12,8,2,4,2,3
F44F1.5,10,0.3,2,20,7,1
F44F1.6,49,0.1,2,63,37,3
lurp-1,5,38,9,9,4,1
egg-3,6,2,3,5,85,2
F44F4.3,0.4,1,2,0.4,2,0.3
F44F4.10,,0.1,10,,,
argk-1,1,0.8,7,0.5,0.2,2
F44G3.7,,0.1,0.1,,16,
fbxa-144,12,2,0.2,0.1,0.1,3
F44G3.10,,3,0.8,0.9,4,29
F44G4.1,99,50,30,162,35,26
F44G4.2,204,90,293,122,244,158
F44G4.3,82,11,11,29,13,11
F44G4.5,,2,0.2,90,7,0.1
F44G4.6,0.4,4,0.5,2,3,0.8
F44G4.7,2,1,0.9,0.4,1,0.1
dep-1,78,31,26,19,18,3
F45B8.3,0.5,0.1,0.8,0.2,0.1,8
F45D3.1,0.1,26,2,0.1,3,21
F45D3.2,10,40,42,43,31,2
F45D3.3,6,379,91,136,63,21
F45D3.4,0.9,89,323,8,47,390
F45E6.1,0.2,0.1,0.4,0.5,0.2,0.5
tbc-13,37,29,9,7,4,5
lips-1,0.1,3,2,0.1,0.9,3
sdz-19,1,2,45,0.9,0.1,9
F45E10.2,13,40,3,5,2,6
myo-6,2,22,17,14,3,0.7
exo-1,2,5,5,3,4,11
cope-1,117,40,83,22,73,37
F45G2.7,15,2,5,12,6,13
F45G2.8,21,22,34,18,39,18
F45G2.9,18,5,8,13,6,8
F45G2.10,40,31,18,31,22,39
hecw-1,4,3,5,1,1,4
F45H10.2,200,19,264,129,177,152
F45H10.3,50,14,64,60,68,150
drr-1,35,37,20,23,6,43
F45H10.5,6,14,1,1,0.9,7
sptf-1,8,5,3,65,2,29
hpo-35,31,20,12,17,15,24
cox-19,47,3,40,27,36,35
F46A8.4,,11,,,,
F46A8.5,,0.2,0.2,,,
F46A8.6,,0.9,0.2,,0.2,32
F46A8.7,7,70,17,0.3,20,29
F46A8.9,,37,,,,
scrm-6,,39,,,,
F46A9.1,68,1,0.4,0.2,0.1,0.5
F46A9.2,,27,,,,
F46B3.2,,0.1,0.1,,1,4
ttr-11,,0.3,0.2,,0.2,0.2
ttr-12,,0.4,8,,0.1,
F46B3.7,0.1,0.1,1,0.1,9,0.1
F46B6.2,0.2,0.2,0.6,3,0.5,0.1
F46B6.4,14,20,9,20,10,15
F46B6.5,27,17,16,24,21,54
F46B6.6,21,17,27,26,28,17
ztf-7,280,6150,224,988,220,245
lipl-2,0.2,22,12,10,22,12
F46B6.9,5,4,3,0.3,0.6,0.4
F46B6.12,61,21,38,74,45,46
F46C3.2,0.4,0.8,0.8,2,0.8,3
F46C5.1,0.2,7,3,2,0.7,0.3
F46C5.2,0.1,14,15,2,6,12
F46C5.4,6,6,2,0.1,0.4,0.4
F46C5.6,22,8,7,0.5,1,29
F46C5.7,0.6,0.9,0.5,0.9,1,0.4
rer-1,222,65,90,59,117,59
F46C5.9,30,7,40,32,41,51
F46C5.10,0.3,10,20,1,7,30
F46F2.1,,0.6,0.3,,0.1,0.2
F46F2.3,83,57,381,1,111,0.1
F46F2.4,0.3,0.6,0.2,0.8,0.6,0.8
F46F2.5,1,10,5,3,2,0.9
lgc-44,10,14,5,0.7,1,5
F46F3.3,6,4,0.1,3,11,24
pkn-1,80,79,28,23,18,26
F46G10.1,35,41,176,16,155,58
F46G10.2,5,42,13,19,6,4
F46G10.4,4,4,5,0.1,2,1
lgc-47,0.4,8,10,8,1,8
rrc-1,22,8,16,7,6,0.8
ipla-2,9,41,16,13,6,13
F47B8.1,,0.1,,,,
F47B8.2,8,106,23,249,17,11
F47B8.3,13,11,18,21,1,21
F47B8.4,1,0.7,0.5,0.3,3,0.9
F47B8.5,1,0.2,2,0.2,21,0.2
pepm-1,0.3,0.9,0.1,10,0.3,4
srm-4,,0.2,0.1,,2,
F47B8.8,1,7,7,0.1,5,5
srm-6,,0.2,1,6,0.9,0.9
F47B8.10,8,0.1,0.5,1,0.4,5
suca-1,129,53,168,79,183,128
haly-1,62,225,37,21,59,25
F47B10.3,,2,0.6,,3,
F47B10.4,,3,,,,
F47B10.5,,3,31,26,0.2,24
F47B10.6,,1,0.1,,2,
acbp-3,1017,12,172,11,133,16
F47B10.8,0.3,2,24,2,0.5,10
F47B10.9,10,10,99,8,4,13
clec-113,,0.1,1,,0.1,
gadr-6,39,8,5,7,5,9
gpdh-1,5,32,9,4,4,13
F47G4.4,73,24,9,8,6,7
F47G4.5,6,1,0.4,0.1,0.1,2
hmg-6,4,3,12,2,3,38
F47G4.8,,1,,,,
F47G9.1,239,100,188,78,189,67
cutl-18,4,6,0.3,0.7,10,18
F47G9.4,0.3,6,10,7,2,5
F47G9.6,,0.1,0.1,,0.2,
lsy-27,10,0.2,0.8,114,5,9
F47H4.2,2,27,3,0.5,0.7,1
fbxa-185,,0.1,0.1,,,
fbxa-186,,0.2,,,,
fbxa-187,25,0.4,0.3,0.1,0.1,0.6
fbxa-188,0.1,2,1,0.6,7,0.1
fbxa-189,0.1,3,2,0.6,8,0.1
fbxa-134,0.6,1,0.1,0.1,0.1,0.5
igeg-2,0.1,10,40,3,2,17
F48C5.2,18,50,15,9,8,0.9
cwp-5,,0.2,0.6,61,0.2,0.6
F48F5.2,1,2,0.3,0.5,3,0.7
F48F5.6,26,26,18,6,9,0.7
F48F7.3,0.4,2,0.4,5,0.2,2
F48F7.5,2,9,19,14,4,13
F48F7.6,115,50,25,26,16,16
arrd-24,0.7,0.8,0.3,0.3,0.1,0.1
arrd-27,0.2,0.7,0.7,0.2,0.1,0.2
clec-31,0.4,0.5,0.1,0.6,0.1,0.6
clec-22,4,0.1,0.2,0.5,0.5,0.1
clec-24,,0.2,2,0.8,0.6,14
clec-28,7,0.3,1,0.4,3,0.9
clec-33,0.3,0.8,0.2,0.1,0.5,0.4
clec-32,,0.7,0.6,,2,
fbxb-8,11,5,115,5,38,13
fbxb-67,8,3,2,2,0.5,3
F49B2.3,4,0.1,2,0.1,3,8
F49B2.4,,5,5,2,0.2,0.1
F49B2.6,0.2,13,4,2,2,0.4
F49C5.4,2,0.3,0.2,0.3,2,2
F49C5.7,0.3,0.6,0.2,44,0.2,1
F49C12.2,,0.1,0.9,,,
F49C12.4,0.1,0.1,0.1,1,0.1,0.1
F49C12.5,,0.6,0.1,,1,
F49C12.6,7,9,6,0.3,2,6
F49C12.7,0.3,4,0.7,3,4,0.3
F49C12.9,53,6,26,25,29,68
F49C12.10,3,2,1,0.1,0.1,2
F49C12.11,305,13,192,102,220,297
F49C12.12,357,37,248,134,222,114
vha-17,312,96,307,164,353,98
F49C12.14,2,1,9,0.2,15,6
F49C12.15,0.2,1,0.1,0.7,7,0.1
F49E2.1,10,13,8,1,2,10
F49E2.2,5,45,29,9,28,8
glb-17,6,5,2,0.1,0.7,0.6
F49E2.5,17,418,72,159,70,24
F49E11.2,7,0.4,19,0.3,11,0.4
scl-9,,0.1,,,,
scl-10,,0.1,8,,,
scl-11,,2977,1,,1,
F49E11.7,,0.9,0.2,,2,8
scl-2,0.1,42,2,0.8,18,0.7
scl-3,7,28,19,6,3,4
skpo-1,3,0.6,0.6,3,87,4
dod-23,0.2,8,245,0.1,0.1,0.2
efl-3,135,5,19,0.5,10,5
F49E12.7,0.1,0.3,1,0.8,0.2,0.2
F49E12.8,0.2,8,0.3,0.1,1,4
drd-1,4,2,11,2,4,0.9
F49E12.10,2,0.6,13,2,0.1,0.4
F49E12.12,1,6,0.1,0.6,0.1,28
F49H6.5,0.3,0.9,0.1,2,0.2,0.3
F49H6.8,,0.8,0.5,,,
srz-94,,0.1,0.1,,,
F49H6.13,,0.4,0.4,,0.1,0.4
F52A8.1,665,32,295,157,259,229
F52A8.3,0.5,3,3,16,0.8,0.1
glb-18,3,25,8,15,4,1
gcsh-2,162,70,135,60,168,57
kbrl-1,27,13,11,13,10,20
abts-1,66,135,74,40,46,33
F52B5.2,8,5,8,15,8,11
F52B5.3,0.6,9,11,7,3,17
F52B5.7,156,4,3,21,2,3
cfp-1,19,23,13,22,14,41
F52B11.2,25,7,32,14,42,23
noah-2,92,465,31,1287,30,6
F52B11.5,6,1,5,5,5,1
abts-2,6,2,1,2,0.2,0.1
F52D10.2,40,40,8,9,6,15
F52D10.4,2,1,0.3,0.2,0.2,0.2
WBGene00009932,5,4,5,2,3,0.6
F52E10.2,,0.8,0.1,,0.1,6
F52E10.4,1,9,6,4,7,4
lsl-1,2,11,24,16,11,31
F52F12.5,0.1,3,0.5,11,0.3,1
ztf-11,113,8,7,3,1,11
strl-1,56,6,25,18,33,29
F52F12.8,0.1,0.4,2,131,9,0.9
F52F12.9,11,0.3,0.2,0.5,0.8,0.1
F52G2.3,2,11,2,0.1,6,2
mtcu-2,22,2,12,11,12,20
bath-38,61,26,17,37,13,7
ogr-2,4,2,5,2,16,4
ttc-36,14,15,49,29,47,19
F52H3.6,1,0.7,2,0.6,3,0.2
F53A2.1,9,14,8,38,1,5
sdz-20,,0.4,0.2,,6,0.9
F53A2.3,24,5,3,23,1,2
acaa-2,73,19,131,63,128,143
F53A2.9,5,7,6,31,0.8,9
eak-4,,5,0.4,0.1,0.3,0.2
F53B2.5,4,1,0.3,0.8,1,0.7
F53B2.8,0.2,21,32,2,11,55
madd-4,9,19,18,18,6,1
F53B6.4,0.2,7,0.9,37,0.1,0.4
F53B6.5,,0.9,0.6,0.2,0.4,0.9
cutl-7,,0.2,0.2,,72,
F53B6.7,11,2,2,0.8,2,2
fipr-26,4,0.4,5,111,3,0.2
fip-6,28,87,3,25,0.4,0.1
frpr-9,0.3,2,2,3,9,0.8
isy-1,62,15,20,21,25,43
F53B7.4,1,0.2,0.2,0.5,0.3,0.5
fig-1,0.1,12,8,1,1,7
F53B7.7,12,21,9,5,2,3
F53C11.1,3,7,17,0.3,2,0.9
oac-33,1,0.3,0.2,0.4,0.2,1
F53C11.3,92,58,50,22,46,41
F53C11.4,47,148,24,50,25,45
F53C11.5,66,84,26,41,28,57
swan-2,67,56,23,19,18,24
swan-1,91,39,26,14,13,27
F53E4.1,15,129,13,35,19,43
cutl-1,,0.3,0.1,,,
F53F1.2,91,18,33,21,53,41
F53F1.3,11,9,6,8,7,5
F53F1.4,2,25,1053,1,393,76
cut-2,2,347,0.5,18,260,0.7
F53F1.6,2,2,0.5,1,0.5,4
F53F4.1,4,0.2,5,0.1,0.1,4
F53F4.2,1,0.6,0.7,3,1,0.2
tbcb-1,73,9,24,20,24,31
F53F4.4,0.2,0.5,0.5,0.5,2,0.3
F53F4.8,4,0.3,3,0.4,0.3,3
F53F4.10,165,78,246,139,245,140
F53F4.11,110,140,71,239,66,65
F53F4.12,22,6,9,14,10,18
F53F4.13,1,596,310,0.4,315,297
F53F4.14,44,37,11,49,13,24
F53F4.15,0.2,6,0.4,0.1,10,0.4
klf-2,2,0.1,2,15,0.3,2
srsx-35,0.7,0.3,0.3,0.6,2,0.8
F53F8.3,17,0.1,1,5,2,0.6
F53F8.4,0.6,28,54,16,9,16
F53F8.5,21,7,10,11,6,50
F53F8.6,18,4,8,0.7,0.8,6
F53H2.1,0.4,0.7,0.6,0.3,3,0.1
cnc-7,3,104,0.7,36,4,0.3
F53H2.3,28,36,11,15,8,29
F53H4.2,,50,0.5,,0.1,0.6
F53H4.3,31,18,19,0.4,11,2
F53H4.4,4,3,3,3,2,1
gmeb-2,7,10,15,4,4,0.6
F53H4.6,1,2,2,1,0.8,3
saeg-1,9,222,48,90,37,13
F54B3.1,22,7,14,10,12,15
F54B3.2,,0.2,0.1,,2,
atad-3,47,14,55,21,57,39
F54B8.1,,1,,,,
nhr-282,,3,0.6,,,
fbxa-69,1,1,52,0.2,1,102
F54B8.4,1,9,80,0.2,2,37
srbc-51,,0.5,0.5,,0.3,1
F54B11.4,,0.1,0.1,,0.3,0.2
F54B11.5,34,89,10,19,7,13
F54B11.7,3,0.3,0.3,0.9,0.3,0.3
F54B11.8,0.5,3,2,0.4,0.8,0.2
F54B11.9,,0.7,2,1,0.4,5
F54B11.10,17,19,3,28,0.1,63
F54B11.11,0.1,1,4,0.6,0.9,0.5
F54C8.1,1,4,2,0.8,8,7
cpar-1,12,1,2,3,6,2
F54C8.4,95,100,27,56,25,70
rheb-1,31,27,14,22,16,20
F54C8.6,73,21,7,3,0.8,0.4
F54C8.7,41,52,44,19,32,26
F54C9.3,8,57,91,138,132,138
bcs-1,15,12,22,18,23,27
F54C9.7,0.1,35,8,27,2,0.4
F54C9.9,3,13,16,38,4,26
F54C9.11,23,67,28,33,8,2
F54D1.1,,0.2,0.3,,6,35
F54D1.6,87,30,33,31,35,7
F54D5.2,0.5,4,8,2,5,17
F54D5.3,5,240,528,29,388,346
F54D5.4,2,107,112,1,203,155
F54D5.5,202,7,2,109,0.9,0.2
F54D5.7,35,75,36,48,51,54
F54D5.9,4,0.8,3,5,13,39
gtf-2E2,54,14,18,32,17,59
F54D5.12,23,26,46,41,87,69
smc-6,3,10,9,17,8,16
F54D5.15,4,12,9,1,2,0.9
F54E4.2,0.1,1,0.2,0.1,1,0.3
F54E4.3,130,81,24,21,16,2
F54E4.4,0.5,1,2,0.3,0.9,7
F54E12.2,2,7,5,4,8,9
lipl-1,0.4,0.5,0.1,113,9,0.4
dhrs-4,34,12,22,16,26,14
F54F7.2,0.1,1,1,5,0.8,16
F54F7.3,,56,2,,,
F54F7.6,51,0.3,0.6,4,0.1,25
dot-1.2,,0.1,1,,,
F54F7.8,0.2,5,1,2,0.3,0.1
F54F11.1,11,0.9,0.3,0.1,0.1,5
nep-17,21,286,204,83,221,82
sre-45,1,0.5,0.1,0.1,0.2,0.1
F54F12.1,0.6,0.5,2,0.1,0.3,0.1
F54F12.2,0.3,2,4,0.3,2,3
irld-34,0.1,0.6,0.1,3,0.7,0.1
F55A11.1,224,53,121,71,101,132
F55A11.4,1,4,4,3,5,8
F55A11.6,21,28,20,31,26,8
F55A11.7,2,13,12,4,14,13
F55A11.8,1,1,9,4,2,15
F55A11.11,0.3,5,6,1,4,0.3
xdh-1,8,7,29,13,35,5
F55B11.2,,262,0.1,,22,
F55B11.3,0.3,2,0.6,2,0.7,48
F55B11.4,48,33,71,3,31,33
F55B12.2,0.2,0.3,0.1,0.1,0.4,0.2
hpo-31,24,9,13,22,15,15
ssp-35,492,14,52,0.7,0.2,0.2
F55C5.2,,0.3,4,,82,
capg-2,13,11,5,30,4,8
tsfm-1,25,19,49,20,50,29
F55C5.6,0.2,0.1,0.1,0.1,0.2,0.6
rskd-1,29,27,15,19,14,27
srpa-68,114,43,72,47,69,52
F55C5.10,0.6,7,127,12,75,0.7
fbxb-117,,2,0.4,,2,
F55C9.3,0.2,0.6,42,9,49,41
fbxb-57,0.6,1,6,10,30,2
F55C9.5,2,1,14,0.2,2,22
F55C9.6,,3,1,,1,
fbxb-60,,29,2,,0.1,7
fbxb-62,,61,5,,1,7
fbxb-61,6,5,4,3,4,0.7
